Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
Atlantic Halibut,Groundfish,Exposure,Variability in Precipitation,3,20,0,0,0,1,High,High,neva
Atlantic Halibut,Groundfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,High,neva
Atlantic Halibut,Groundfish,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Adult Mobility,2.3,4,19,2,0,1.92,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Complexity in Reproductive Strategy,2.4,16,8,1,0,1.4,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Dispersal of Early Life Stages,2.2,18,7,0,0,1.28,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.6,3,16,6,0,2.12,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Habitat Specificity,2.8,21,4,0,0,1.16,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Other Stressors,1.5,10,9,5,1,1.88,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Population Growth Rate,2.5,0,0,2,23,3.92,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Prey Specificity,3,25,0,0,0,1,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Sensitivity to Ocean Acidification,2,15,7,3,0,1.52,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Sensitivity to Temperature,3,2,19,4,0,2.08,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Spawning Cycle,2.5,2,22,1,0,1.96,High,High,neva
Atlantic Halibut,Groundfish,Sensitivity,Stock Size/Status,3,0,0,1,24,3.96,High,High,neva
Atlantic Herring,Pelagics,Exposure,Currents,1,3,11,6,0,2.15,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,10,4,3,3,1.95,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Mean Precipitation,3,19,1,0,0,1.05,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Mean Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Sea Level Rise,1.5,14,6,0,0,1.3,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Variability in Precipitation,3,18,2,0,0,1.1,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Atlantic Herring,Pelagics,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,High,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Adult Mobility,3,22,3,0,0,1.12,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Complexity in Reproductive Strategy,2.4,4,12,8,1,2.24,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Dispersal of Early Life Stages,3,16,7,2,0,1.44,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,0,9,13,3,2.76,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Habitat Specificity,3,13,7,5,0,1.68,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Other Stressors,1.9,11,10,4,0,1.72,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Population Growth Rate,2.9,8,12,5,0,1.88,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Prey Specificity,3,18,7,0,0,1.28,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Sensitivity to Ocean Acidification,2.4,13,11,1,0,1.52,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Sensitivity to Temperature,3,7,12,6,0,1.96,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Spawning Cycle,3,3,10,11,1,2.4,Low,Low,neva
Atlantic Herring,Pelagics,Sensitivity,Stock Size/Status,2.8,16,9,0,0,1.36,Low,Low,neva
Atlantic Mackerel,Pelagics,Exposure,Currents,1,3,11,6,0,2.15,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,10,4,3,3,1.95,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Mean Precipitation,3,19,1,0,0,1.05,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Mean Sea Surface Salinity,3,13,6,1,0,1.4,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Variability in Precipitation,3,18,2,0,0,1.1,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Moderate,neva
Atlantic Mackerel,Pelagics,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,High,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Adult Mobility,2.8,22,3,0,0,1.12,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Complexity in Reproductive Strategy,2.7,5,14,6,0,2.04,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Dispersal of Early Life Stages,2.4,12,13,0,0,1.52,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Early Life History Survival and Settlement Requirements,2.5,3,8,10,4,2.6,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Habitat Specificity,3,14,9,2,0,1.52,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Other Stressors,1.7,13,11,1,0,1.52,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Population Growth Rate,2.7,13,10,2,0,1.56,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Prey Specificity,3,22,3,0,0,1.12,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Sensitivity to Ocean Acidification,2,16,9,0,0,1.36,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Sensitivity to Temperature,3,15,7,3,0,1.52,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Spawning Cycle,3,0,12,13,0,2.52,Moderate,Moderate,neva
Atlantic Mackerel,Pelagics,Sensitivity,Stock Size/Status,1.4,1,10,11,3,2.64,Moderate,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Currents,1,7,8,3,2,2,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,0,0,20,4,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Mean Precipitation,3,16,4,0,0,1.2,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Mean Sea Surface Salinity,3,3,7,9,1,2.4,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Sea Level Rise,1.5,11,8,1,0,1.5,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Variability in Precipitation,3,14,6,0,0,1.3,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Adult Mobility,3,14,7,4,0,1.6,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Complexity in Reproductive Strategy,3,7,14,4,0,1.88,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Dispersal of Early Life Stages,3,5,19,1,0,1.84,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Early Life History Survival and Settlement Requirements,2.9,0,6,16,3,2.88,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Habitat Specificity,3,8,10,7,0,1.96,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Other Stressors,2.4,8,8,7,2,2.12,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Population Growth Rate,2.8,21,3,1,0,1.2,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Prey Specificity,3,13,11,1,0,1.52,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Sensitivity to Ocean Acidification,2.4,12,7,6,0,1.76,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Sensitivity to Temperature,3,14,10,1,0,1.48,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Spawning Cycle,2.8,7,17,1,0,1.76,Low,Moderate,neva
Atlantic Menhaden,Coastal,Sensitivity,Stock Size/Status,1.4,3,10,10,2,2.44,Low,Moderate,neva
Atlantic Salmon,Diadromous,Exposure,Currents,1,3,10,6,1,2.25,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,0,0,20,4,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Mean Sea Surface Salinity,3,19,1,0,0,1.05,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Sea Level Rise,1.5,0,9,6,5,2.8,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Variability in Precipitation,3,13,7,0,0,1.35,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Atlantic Salmon,Diadromous,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Adult Mobility,3,14,9,2,0,1.52,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Complexity in Reproductive Strategy,3,0,1,10,14,3.52,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Dispersal of Early Life Stages,3,0,1,9,15,3.56,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Early Life History Survival and Settlement Requirements,3,0,1,8,16,3.6,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Habitat Specificity,3,3,6,8,8,2.84,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Other Stressors,2.9,0,1,13,11,3.4,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Population Growth Rate,2.4,7,15,3,0,1.84,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Prey Specificity,2.75,7,11,6,1,2.04,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Sensitivity to Ocean Acidification,1.8,15,8,2,0,1.48,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Sensitivity to Temperature,3,0,7,15,3,2.84,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Spawning Cycle,3,0,2,9,14,3.48,Very High,Very High,neva
Atlantic Salmon,Diadromous,Sensitivity,Stock Size/Status,2.4,0,0,4,21,3.84,Very High,Very High,neva
Atlantic Saury,Pelagics,Exposure,Currents,1,0,10,10,0,2.5,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,17,3,0,0,1.15,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Mean Precipitation,3,19,1,0,0,1.05,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Mean Sea Surface Salinity,3,5,7,4,4,2.35,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Sea Level Rise,1.5,19,1,0,0,1.05,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Variability in Precipitation,3,18,2,0,0,1.1,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Atlantic Saury,Pelagics,Exposure,Variability in Sea Surface Temperature,3,15,2,3,0,1.4,High,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Adult Mobility,2.2,14,10,1,0,1.48,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Complexity in Reproductive Strategy,1.4,10,9,4,2,1.92,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Dispersal of Early Life Stages,1.6,16,7,2,0,1.44,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Early Life History Survival and Settlement Requirements,1.6,6,8,8,3,2.32,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Habitat Specificity,2.2,22,3,0,0,1.12,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Other Stressors,1.6,18,5,2,0,1.36,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Population Growth Rate,2.1,17,8,0,0,1.32,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Prey Specificity,2.4,20,5,0,0,1.2,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Sensitivity to Ocean Acidification,2,14,11,0,0,1.44,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Sensitivity to Temperature,2.2,7,12,6,0,1.96,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Spawning Cycle,1.8,4,15,6,0,2.08,Low,Low,neva
Atlantic Saury,Pelagics,Sensitivity,Stock Size/Status,1.2,11,10,3,1,1.76,Low,Low,neva
Atlantic Sea Scallop,Shellfish,Exposure,Currents,1,3,11,6,0,2.15,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Mean Precipitation,3,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Mean Sea Surface Salinity,3,7,9,4,0,1.85,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Variability in Precipitation,3,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,High,neva
Atlantic Sea Scallop,Shellfish,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Adult Mobility,3,0,0,7,18,3.72,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Complexity in Reproductive Strategy,3,10,12,3,0,1.72,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Dispersal of Early Life Stages,2.8,5,11,9,0,2.16,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,2.95,5,9,11,0,2.24,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Habitat Specificity,3,20,4,1,0,1.24,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Other Stressors,1.7,11,9,5,0,1.76,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Population Growth Rate,2.8,8,9,7,1,2.04,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Prey Specificity,2.8,18,5,2,0,1.36,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.6,0,0,0,25,4,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Sensitivity to Temperature,2.8,4,7,13,1,2.44,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Spawning Cycle,3,5,16,4,0,1.96,High,High,neva
Atlantic Sea Scallop,Shellfish,Sensitivity,Stock Size/Status,3,5,20,0,0,1.8,High,High,neva
Atlantic Sturgeon,Diadromous,Exposure,Currents,1,7,8,3,2,2,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,0,0,20,4,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Mean Sea Surface Salinity,3,5,9,4,2,2.15,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Sea Level Rise,1.5,1,9,5,5,2.7,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Variability in Precipitation,3,13,7,0,0,1.35,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Adult Mobility,2.9,20,5,0,0,1.2,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Complexity in Reproductive Strategy,2.4,0,7,17,1,2.76,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Dispersal of Early Life Stages,3,0,8,9,8,3,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Early Life History Survival and Settlement Requirements,2.2,2,17,6,0,2.16,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Habitat Specificity,3,0,4,14,7,3.12,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Other Stressors,2.6,0,5,17,3,2.92,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Population Growth Rate,2.4,0,0,3,22,3.88,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Prey Specificity,3,15,9,1,0,1.44,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Sensitivity to Ocean Acidification,2,13,10,2,0,1.56,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Sensitivity to Temperature,2.8,9,14,2,0,1.72,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Spawning Cycle,2.8,0,14,6,5,2.64,High,Very High,neva
Atlantic Sturgeon,Diadromous,Sensitivity,Stock Size/Status,1.8,1,2,5,17,3.52,High,Very High,neva
Atlantic Surfclam,Shellfish,Exposure,Currents,1,3,11,6,0,2.15,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,10,2,8,0,1.9,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Mean Precipitation,3,18,2,0,0,1.1,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Mean Sea Surface Salinity,3,4,10,5,1,2.15,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Variability in Precipitation,3,17,3,0,0,1.15,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,High,neva
Atlantic Surfclam,Shellfish,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Adult Mobility,3,0,0,5,20,3.8,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Complexity in Reproductive Strategy,2.8,16,6,3,0,1.48,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Dispersal of Early Life Stages,2.8,7,12,6,0,1.96,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,2.2,10,10,5,0,1.8,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Habitat Specificity,3,19,6,0,0,1.24,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Other Stressors,2.4,6,14,5,0,1.96,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Population Growth Rate,2.2,5,10,7,3,2.32,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Prey Specificity,3,9,13,3,0,1.76,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.4,1,1,3,20,3.68,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Sensitivity to Temperature,3,8,11,6,0,1.92,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Spawning Cycle,2.8,3,13,8,1,2.28,High,High,neva
Atlantic Surfclam,Shellfish,Sensitivity,Stock Size/Status,3,1,23,1,0,2,High,High,neva
Atlantic Wolffish,Groundfish,Exposure,Currents,1,3,11,6,0,2.15,High,High,neva
Atlantic Wolffish,Groundfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,20,0,0,0,1,High,High,neva
