Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
Atlantic Highly Migratory,FINSS Survey,Coastal Shark Bottom Longline,Dusky shark - Atlantic,2016,9,Primary
Atlantic Highly Migratory,FINSS Survey,Coastal Shark Bottom Longline,Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,FINSS Survey,Cooperative Atlantic States Shark Pupping and Nursery (COASTSPAN) survey (GADNR),Blacktip shark - Atlantic,2021,1,Primary
Atlantic Highly Migratory,FINSS Survey,Cooperative Atlantic States Shark Pupping and Nursery (COASTSPAN) survey (SCDNR),Blacktip shark - Atlantic,2021,1,Primary
Atlantic Highly Migratory,FINSS Survey,Experimental Bottom Longline Survey,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,FINSS Survey,Gulf of Mexico Shark Pupping and Nursery (GULFSPAN),Blacktip shark - Gulf of Mexico,2018,9,Exploratory
Atlantic Highly Migratory,FINSS Survey,MARMAP Reef Fish Long Bottom Longline Survey (SCDNR),Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Smooth dogfish - Atlantic,2015,3,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP Shark/Red Snapper Bottom Longline,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP Shark/Red Snapper Bottom Longline,Blacknose shark - Atlantic,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP Shark/Red Snapper Bottom Longline,Blacknose shark - Gulf of Mexico,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP South Atlantic Coastal Trawl_Fall (SCDNR),Smooth dogfish - Atlantic,2015,3,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP South Atlantic Coastal Trawl_Summer (SCDNR),Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Offshore Plankton (LDWF),Bluefin tuna - Western Atlantic,2021,10,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Blacknose shark - Gulf of Mexico,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Gulf Smoothhound Complex,2015,3,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Blacknose shark - Gulf of Mexico,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer,Gulf Smoothhound Complex,2015,3,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-SA Red Drum Bottom Longline Survey (GADNR),Blacknose shark - Atlantic,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-SA Red Drum Bottom Longline Survey (SCDNR),Blacknose shark - Atlantic,2011,4,Primary
Atlantic Highly Migratory,FINSS Survey,SEAMAP-SA Red Drum Bottom Longline Survey (SCDNR),Blacktip shark - Atlantic,2021,1,Primary
Atlantic Highly Migratory,FINSS Survey,SEFSC Shark/Red Snapper Bottom Longline Survey,Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,FINSS Survey,Small Pelagics Survey_Fall,Gulf Smoothhound Complex,2015,3,Primary
Atlantic Highly Migratory,Other Method,"BLL Observer Carlson et al. WP-02 TX-FL 99-10 Jan-Dec No/10,000 hook Dependent Lo Method Length Frequencies Mostly Age-1+ Better quality than logbook, Lengths reported Mostly eastern Gulf; Missing 2004 Base (BLLOP NR)",Blacktip shark - Gulf of Mexico,2018,9,Primary
Atlantic Highly Migratory,Other Method,"BLL Observer Carlson et al. WP-02 TX-FL 99-10 Jan-Dec No/10,000 hook Dependent Lo Method Length Frequencies Mostly Age-1+ Better quality than logbook, Lengths reported Mostly eastern Gulf; Missing 2004 Base (BLLOP RES)",Blacktip shark - Gulf of Mexico,2018,9,Primary
Atlantic Highly Migratory,Other Method,Drift Gillnet Observer Program 1993-1995 and 1998-2009,Blacknose shark - Atlantic,2011,4,Primary
Atlantic Highly Migratory,Other Method,SEFSC Shark Bottom Longline Observer Program 1994-2009,Blacknose shark - Atlantic,2011,4,Primary
Atlantic Highly Migratory,Other Method,SEFSC Shark Bottom Longline Observer Program 1994-2009,Blacknose shark - Gulf of Mexico,2011,4,Secondary
Atlantic Highly Migratory,Other Survey,"BLLOP (SEDAR 13-DW-12: Carlson et al.: Standardized catch rates of small coastal sharks from the Commercial Shark Fishery Longline Observer Program, 1994-2005)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"BLLOP Atlantic (SEDAR 13-DW-12: Carlson et al.: Standardized catch rates of small coastal sharks from the Commercial Shark Fishery Longline Observer Program, 1994-2005)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"BLLOP GoM (SEDAR 13-DW-12: Carlson et al.: Standardized catch rates of small coastal sharks from the Commercial Shark Fishery Longline Observer Program, 1994-2005)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"BLLOP combinded (SEDAR 13-DW-12: Carlson et al.: Standardized catch rates of small coastal sharks from the Commercial Shark Fishery Longline Observer Program, 1994-2005)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,Canada acoustic survey 1994-2020,Bluefin tuna - Western Atlantic,2021,10,Primary
Atlantic Highly Migratory,Other Survey,Dauphin Island Sea Lab (DISL) Bottom Longline; monthly longline survey initiated off the coast of Alabama in 2006,Blacknose shark - Gulf of Mexico,2011,4,Secondary
Atlantic Highly Migratory,Other Survey,GA COASTSPAN Longline SEDAR21-DW-29 Georgia Department of Natural Resources (GADNR) Cooperative Atlantic States Shark Pupping and Nursery (COASTSPAN) survey conducted in Georgia estuarine and near-shore waters Other Survey Primary (Intermittent 2000-2009),Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,Other Survey,GCRL Gillnet ? All Hoffmayer et al. WP-13 MS Sound 98-10 (11) Mar-Oct No/100m net hour Independent Lo Method Length Frequencies All Long time series Limited spatial coverage Sensitivity ? Model includes Age-1+ (MS GN ),Blacktip shark - Gulf of Mexico,2018,9,Exploratory
Atlantic Highly Migratory,Other Survey,GOM larvae survey,Skipjack tuna - Western Atlantic,2022,5,Exploratory
Atlantic Highly Migratory,Other Survey,"Gillnet Logs (SEDAR 13-DW-26: McCarthy: Standardized catch rates for small coastal sharks from the United States Gulf of Mexico and south Atlantic gillnet fishery, 1998-2005)",Atlantic Small Coastal Shark Complex,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"Gillnet Logs (SEDAR 13-DW-26: McCarthy: Standardized catch rates for small coastal sharks from the United States Gulf of Mexico and south Atlantic gillnet fishery, 1998-2005)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"Gillnet Logs (SEDAR 13-DW-26: McCarthy: Standardized catch rates for small coastal sharks from the United States Gulf of Mexico and south Atlantic gillnet fishery, 1998-2005)",Finetooth shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"Gillnet Observer (SEDAR 13-DW-09: Carlson et al.: The Directed Shark Drift Gillnet Fishery: Characterization of the Small Coastal Shark Catch, Average Size and Standardization of Catch Rates from Observer Data)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"Gillnet Observer (SEDAR 13-DW-09: Carlson et al.: The Directed Shark Drift Gillnet Fishery: Characterization of the Small Coastal Shark Catch, Average Size and Standardization of Catch Rates from Observer Data)",Finetooth shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"Gillnet Observer Atlantic (SEDAR 13-DW-09: Carlson et al.: The Directed Shark Drift Gillnet Fishery: Characterization of the Small Coastal Shark Catch, Average Size and Standardization of Catch Rates from Observer Data)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"Gillnet Observer combined (SEDAR 13-DW-09: Carlson et al.: The Directed Shark Drift Gillnet Fishery: Characterization of the Small Coastal Shark Catch, Average Size and Standardization of Catch Rates from Observer Data)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,Gillnet survey off Texas 1975 - present,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,Other Survey,"MML Gillnet (SEDAR 13-DW-38: Ubeda et al.: Relative abundance of bonnethead, Sphyrna tiburo, and Atlantic sharpnose sharks, Rhizoprionodon terraenovae, in two Florida Gulf estuaries, 1995-2004)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"MML Gillnet adult (SEDAR 13-DW-38: Ubeda et al.: Relative abundance of bonnethead, Sphyrna tiburo, and Atlantic sharpnose sharks, Rhizoprionodon terraenovae, in two Florida Gulf estuaries, 1995-2004)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"MML Gillnet juvi (SEDAR 13-DW-38: Ubeda et al.: Relative abundance of bonnethead, Sphyrna tiburo, and Atlantic sharpnose sharks, Rhizoprionodon terraenovae, in two Florida Gulf estuaries, 1995-2004)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,MS Gillnet (SEDAR 13-DW-21: Hoffmayer and Ingram: Catch Rates and Size Composition of Small Coastal Sharks Collected During a Gillnet Survey of Mississippi Coastal Waters During 2001?2006),Finetooth shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,MS Gillnet (SEDAR 13-DW-21: Hoffmayer and Ingram: Catch Rates and Size Composition of Small Coastal Sharks Collected During a Gillnet Survey of Mississippi Coastal Waters During 2001?2006),Atlantic Small Coastal Shark Complex,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,MS Gillnet adult (SEDAR 13-DW-21: Hoffmayer and Ingram: Catch Rates and Size Composition of Small Coastal Sharks Collected During a Gillnet Survey of Mississippi Coastal Waters During 2001?2006),Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,MS Gillnet juvi (SEDAR 13-DW-21: Hoffmayer and Ingram: Catch Rates and Size Composition of Small Coastal Sharks Collected During a Gillnet Survey of Mississippi Coastal Waters During 2001?2006),Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,Missippi Bottom Longline Survey 2004 - present,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,Other Survey,Misssissippi Gillnet survey 1998 - present,Atlantic sharpnose shark - Atlantic,2013,10,Primary
Atlantic Highly Migratory,Other Survey,"Mote GN ? Juvenile Carlson et al. WP-01 Coastal W FL 95-97,99-10 Mar-Nov No/net hour Independent Lo Method Length Frequencies Only immature Long time series, Consistent gear type Limited spatial coverage, Missing 1998 Sensitivity ? Model includes Age-1+ (MML GN Juv)",Blacktip shark - Gulf of Mexico,2018,9,Exploratory
Atlantic Highly Migratory,Other Survey,"Mote Marine Lab (MML) Longline; quarterly longline survey of sharks in southwest Florida offshore waters, 2001-2009.",Blacknose shark - Gulf of Mexico,2011,4,Secondary
Atlantic Highly Migratory,Other Survey,"NE Exp LL (SEDAR 13-DW-28: McCandless and Hoey: Standardized catch rates for Atlantic sharpnose sharks from exploratory longline surveys conducted by the Sandy Hook, NJ and Narragansett, RI labs: 1961-1991)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"NMFS COASTSPAN Longline SEDAR21-DW-27 Northeast Fisheries Science Center, Cooperative Atlantic States Shark Pupping and Nursery (COASTSPAN) survey in Delaware Bay; Other Survey; Primary (Annual 2001-2009)",Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE Atlantic (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE Atlantic (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE Combined (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE Combined (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE GoM (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,"NMFS LL SE GoM (SEDAR 13-DW-22: Ingram et al.: Catch rates, distribution and size composition of small coastal sharks collected during NOAA Fisheries Bottom Longline Surveys from the U.S. Gulf of Mexico and U.S. Atlantic Ocean)",Atlantic sharpnose shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"NMFS SE Bottom Longline fishery-independent SEDAR 39: Stock Assessment Report HMS Gulf of Mexico Smoothhound Sharks. March, 2015. SEDAR, 4055 Faber Place Drive, Suite 201, North Charleston, SC 29405. Available at http://sedarweb.org/docs/sar/S39_Gulf_Smoothhound_Complex_SAR.pdf""",Gulf Smoothhound Complex,2015,3,Primary
Atlantic Highly Migratory,Other Survey,"PC GN ? Juvenile Carlson et al. WP-01 Coastal NW FL 96-10 Apr-Oct No/net hour Independent Lo Method Length Frequencies Only immature Long time series, Consistent gear type Limited spatial coverage Sensitivity ? Model includes Age-1+ (PC GN Juv)",Blacktip shark - Gulf of Mexico,2018,9,Exploratory
Atlantic Highly Migratory,Other Survey,PC Gillnet (SEDAR 13-DW-06: Carlson and Bethea: Standardized catch rates of small coastal sharks from a fishery-independent gillnet survey in northwest Florida),Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC Gillnet (SEDAR 13-DW-06: Carlson and Bethea: Standardized catch rates of small coastal sharks from a fishery-independent gillnet survey in northwest Florida),Finetooth shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC Gillnet Adult (SEDAR 13-DW-06: Carlson and Bethea: Standardized catch rates of small coastal sharks from a fishery-independent gillnet survey in northwest Florida),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC Gillnet juvi (SEDAR 13-DW-06: Carlson and Bethea: Standardized catch rates of small coastal sharks from a fishery-independent gillnet survey in northwest Florida),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC LL (SEDAR 13-DW-05: Carlson: Standardized catch rates of small coastal sharks from a fisheryindependent longline survey in northwest Florida),Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC LL (SEDAR 13-DW-05: Carlson: Standardized catch rates of small coastal sharks from a fisheryindependent longline survey in northwest Florida),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,PC LL (SEDAR 13-DW-05: Carlson: Standardized catch rates of small coastal sharks from a fisheryindependent longline survey in northwest Florida),Finetooth shark - Atlantic,2007,11,Secondary
Atlantic Highly Migratory,Other Survey,"PC Longline ? All Carlson et al. LCS05/06-DW-12 Coastal NW FL 93-00 Apr-Oct No/100 hook hour Independent Lo Method Length Frequencies All Fishery independent Limited spatial coverage, Gear differences Sensitivity (PC LL)",Blacktip shark - Gulf of Mexico,2018,9,Exploratory
Atlantic Highly Migratory,Other Survey,"Panama City Gillnet SEDAR21-DW-01 Southeast Fisheries Science Center, Panama City Lab Other Survey Primary (intermittent 1996-2009)",Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,Other Survey,Panama City Gillnet (PCGN) adults and juveniles; survey of large and small coastal shark populations in coastal areas of the northeast Gulf of Mexico conducted using gillnets from 1996-2009,Blacknose shark - Gulf of Mexico,2011,4,Secondary
Atlantic Highly Migratory,Other Survey,SC COASTSPAN Longline SEDAR21-DW-30 South Carolina Department of Natural Resources (SCDNR) Cooperative Atlantic States Shark Pupping and Nursery (COASTSPAN) survey conducted in South Carolina estuarine and near-shore waters Other Survey Primary (Annual 1998-2009),Sandbar shark - Atlantic,2018,3,Primary
Atlantic Highly Migratory,Other Survey,SC Coastspan GN (SEDAR 13-DW-30: McCandless et al.: Standardized catch rates of small coastal sharks from the South Carolina COASTSPAN and SCDNR red drum surveys),Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SC Coastspan GN (SEDAR 13-DW-30: McCandless et al.: Standardized catch rates of small coastal sharks from the South Carolina COASTSPAN and SCDNR red drum surveys),Finetooth shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SC Coastspan GN (SEDAR 13-DW-30: McCandless et al.: Standardized catch rates of small coastal sharks from the South Carolina COASTSPAN and SCDNR red drum surveys),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SCDNR Drumline Survey,Blacktip shark - Atlantic,2021,1,Primary
Atlantic Highly Migratory,Other Survey,SCDNR Gillnet Short Net Age-0,Blacktip shark - Atlantic,2021,1,Primary
Atlantic Highly Migratory,Other Survey,SCDNR red drum (SEDAR 13-DW-30: McCandless et al.: Standardized catch rates of small coastal sharks from the South Carolina COASTSPAN and SCDNR red drum surveys),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SCDNR red drum (SEDAR 13-DW-30: McCandless et al.: Standardized catch rates of small coastal sharks from the South Carolina COASTSPAN and SCDNR red drum surveys),Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SEAMAP SA (SEDAR 13-DW-14: Cortés and Boylan: Standardized catch rates of Small Coastal Sharks from the SEAMAP-South Atlantic Shallow Water Trawl Survey),Atlantic Small Coastal Shark Complex,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SEAMAP SA (SEDAR 13-DW-14: Cortés and Boylan: Standardized catch rates of Small Coastal Sharks from the SEAMAP-South Atlantic Shallow Water Trawl Survey),Atlantic sharpnose shark - Atlantic,2007,11,Primary
Atlantic Highly Migratory,Other Survey,SEAMAP-GoM Extended Fall (SEDAR 13-DW-31: Nichols: Indexes of abundance for small coastal sharks from the SEAMAP trawl surveys),Atlantic Small Coastal Shark Complex,2007,11,Primary
